headline,url,author,pubdate
"2015 Rose Bowl: Oregon 59, Florida State 20",http://registerguard.com/rg/photo/33534377-321/2015-rose-bowl-oregon-59-florida-state-20.html.csp,Chris Pietsch,2015-09-22 12:30:03
2015-16 Oregon football: Taj Griffin’s spectacular touchdown dive,http://registerguard.com/rg/photo/33531799-321/2015-16-oregon-football-taj-griffins-spectacular-touchdown-dive.html.csp,Brian Davies,2015-09-21 18:27:20
2015-16 Oregon football: Oregon vs. Georgia State,http://registerguard.com/rg/photo/33531797-321/2015-16-oregon-football-oregon-vs.-georgia-state.csp,Brian Davies and Andy Nelson,2015-09-21 18:22:02
Marcus Mariota’s NFL debut with the Titans,http://registerguard.com/rg/photo/33531795-321/marcus-mariotas-nfl-debut-with-the-titans.html.csp,The Associated Press,2015-09-21 18:22:02
2015-16 OSU football: Oregon State vs. Michigan,http://registerguard.com/rg/photo/33531792-321/2015-16-osu-football-oregon-state-vs.-michigan.csp,Andy Nelson,2015-09-21 18:17:34
2015-16 Oregon football: Oregon vs. Michigan State,http://registerguard.com/rg/photo/33531789-321/2015-16-oregon-football-oregon-vs.-michigan-state.csp,Andy Nelson,2015-09-21 18:14:42
Eugene’s downtown “travelers”,http://registerguard.com/rg/photo/33531784-321/eugenes-downtown-travelers.html.csp,Paul Carter,2015-09-21 18:12:20
2015-16 Oregon football: Oregon vs. Eastern Washington,http://registerguard.com/rg/photo/33531765-321/2015-16-oregon-football-oregon-vs.-eastern-washington.csp,Brian Davies and Andy Nelson,2015-09-21 18:03:49
Decathlete Ashton Eaton: World champion and world record holder,http://registerguard.com/rg/photo/33531758-321/decathlete-ashton-eaton-world-champion-and-world-record-holder.html.csp,The Associated Press,2015-09-21 18:01:12
Is Aydian Dowling the “Ultimate Guy”?,http://registerguard.com/rg/photo/33531755-321/is-aydian-dowling-the-ultimate-guy.html.csp,Brian Davies,2015-09-21 17:58:01
2015 IAAF World Outdoor Championships,http://registerguard.com/rg/photo/33531756-321/2015-iaaf-world-outdoor-championships.html.csp,The Associated Press,2015-09-21 17:58:01
2015 USA Outdoor Track & Field Championships,http://registerguard.com/rg/photo/33531728-321/2015-usa-outdoor-track--field-championships.html.csp,"Brian Davies, Carl Davaz, Andy Nelson, Chris Pietsch and Mary Jane Schulte",2015-09-21 17:46:41
Civic Stadium fire,http://registerguard.com/rg/photo/33531716-321/civic-stadium-fire.html.csp,Andy Nelson,2015-09-21 17:41:33
2015 NCAA Outdoor Track and Field Championships,http://registerguard.com/rg/photo/33531721-321/2015-ncaa-outdoor-track-and-field-championships.html.csp,"Brian Davies, Carl Davaz, Andy Nelson, Chris Pietsch and Mary Jane Schulte",2015-09-21 17:41:33
2015 Prefontaine Classic,http://registerguard.com/rg/photo/33531711-321/2015-prefontaine-classic.html.csp,"Brian Davies, Carl Davaz, Andy Nelson and Chris Pietsch",2015-09-21 17:36:27
2015 Discovery Magazine,http://registerguard.com/rg/photo/33531705-321/2015-discovery-magazine.html.csp,Collin Andrew,2015-09-21 17:32:18
"2015 National Football Championship: Ohio State 42, Oregon 20",http://registerguard.com/rg/photo/33531692-321/2015-national-football-championship-ohio-state-42-oregon-20.html.csp,"Brian Davies, Andy Nelson and Chris Pietsch",2015-09-21 17:24:25
"Gallery: Spartans 31, Ducks 28",http://registerguard.com/rg/sports/33496904-81/gallery-spartans-31-ducks-28.html.csp,Andy Nelson and The Associated Press,2015-09-12 22:03:27
2015 World Outdoor Championships,http://registerguard.com/rg/video/33488766-110/2015-world-outdoor-championships.html.csp,The Associated Press,2015-09-09 14:52:34
"Oregon 61, Eastern Washington 42",http://registerguard.com/rg/video/33471548-110/oregon-61-eastern-washington-42.html.csp,"Brian Davies, Andy Nelson and The Associated Press",2015-09-09 13:07:51
Earth Ninjas learn art of camouflage,http://registerguard.com/rg/news/local/33417297-75/earth-ninjas-learn-art-of-camouflage.html.csp,Julia Reihs,2015-08-20 08:47:01
