headline,url,author,pubdate
"Nebraska 35, No. 22 Oregon 32",http://registerguard.com/rg/photo/34804580-321/nebraska-35-no.-22-oregon-32.csp,Andy Nelson,2016-09-17 14:06:12
"Eugene Emeralds fall to Everett AquaSox, forcing game three",http://registerguard.com/rg/photo/34793654-321/eugene-emeralds-fall-to-everett-aquasox-forcing-game-three.html.csp,Andy Nelson,2016-09-13 09:33:00
Remembering 9/11,http://registerguard.com/rg/photo/34787415-321/remembering-911.html.csp,The New York Times and The Associated Press,2016-09-11 13:02:01
"No. 24 Oregon 44, Virginia 26",http://registerguard.com/rg/photo/34781066-321/no.-24-oregon-44-virginia-26.csp,Brian Davies and Chris Pietsch,2016-09-10 21:42:56
"New school year, with new school!",http://registerguard.com/rg/photo/34774150-321/new-school-year-with-new-school.html.csp,Chris Pietsch,2016-09-07 12:21:02
"Oregon football home opener: Oregon 53, UC Davis 28",http://registerguard.com/rg/photo/34758545-321/oregon-football-home-opener-oregon-53-uc-davis-28.html.csp,Brian Davies and Andy Nelson,2016-09-03 20:34:29
Fires: High and low in the Willamette Valley,http://registerguard.com/rg/photo/34736343-321/fires-high-and-low-in-the-willamette-valley.html.csp,Chris Pietsch,2016-08-26 17:21:01
Galen Rupp wins the Olympic bronze medal in the marathon at the Rio Games,http://registerguard.com/rg/photo/34719068-321/former-duck-galen-rupp-wins-the-bronze-medal-at-the-rio-olympics.html.csp,The Associated Press,2016-08-21 09:33:01
Bronze for Brianne,http://registerguard.com/rg/photo/34702518-321/bronze-for-brianne.html.csp,The Associated Press,2016-08-17 13:41:36
World record holder Ashton Eaton wins back-to-back Olympic gold medals in the decathlon,http://registerguard.com/rg/photo/34701682-321/world-record-holder-ashton-eaton-wins-back-to-back-olympic-gold-medals-in-the-decathlon.html.csp,The Associated Press,2016-08-17 10:23:00
Rio Olympics track and field,http://registerguard.com/rg/photo/34684590-321/rio-olympics-track-and-field.html.csp,The Associated Press,2016-08-13 11:13:00
The 56th annual Scandinavian Festival opens in Junction City,http://registerguard.com/rg/photo/34676166-321/the-56th-annual-scandinavian-festival-opens-in-junction-city.html.csp,Brian Davies,2016-08-11 14:26:01
Rio Olympics,http://registerguard.com/rg/photo/34675317-321/rio-olympics.html.csp,The Associated Press,2016-08-11 11:22:01
Eugene 10-year-old all-star Babe Ruth baseball team reaches national semifinals,http://registerguard.com/rg/photo/34674914-321/eugene-10-year-old-all-star-babe-ruth-baseball-team-reaches-national-semifinals.html.csp,The Register-Guard,2016-08-11 09:58:01
Olympics gallery,http://registerguard.com/rg/photo/34659805-321/glances-from-rio.html.csp,The Associated Press,2016-08-07 20:28:08
2016 Rio Olympics opening ceremony,http://registerguard.com/rg/photo/34652280-321/2016-rio-olympics-opening-ceremony.html.csp,The Associated Press,2016-08-05 21:41:01
The Whiteaker Fence,http://registerguard.com/rg/photo/34643727-321/the-whiteaker-fence.html.csp,Brian Davies,2016-08-03 15:36:01
Mobility International USA Workshop,http://registerguard.com/rg/photo/34639714-321/mobility-international-usa-workshop.html.csp,Brian Davies,2016-08-02 15:14:01
Mobility International USA Workshop,http://registerguard.com/rg/photo/34639663-321/mobility-international-usa-workshop.html.csp,Brian Davies,2016-08-02 15:02:01
Inagural TrackTown Summer Series meet at Hayward Field,http://registerguard.com/rg/photo/34635012-321/inagural-tracktown-summer-series-meet-at-hayward-field.html.csp,Brian Davies and Adam Eberhardt,2016-08-01 09:09:09
The International Championships Cup,http://registerguard.com/rg/photo/34609892-321/the-international-championships-cup.html.csp,"Andy Nelson, Adam Eberhardt and Chris Pietsch",2016-07-24 17:28:01
The Lane County Fair,http://registerguard.com/rg/photo/34604684-321/the-lane-county-fair.html.csp,"Brian Davies, Adam Eberhardt and Andy Nelson",2016-07-22 19:43:01
Historic week for the Eugene Emeralds,http://registerguard.com/rg/photo/34599742-321/historic-week-for-the-eugene-emeralds.html.csp,Brian Davies,2016-07-21 12:13:02
The Lane County Fair,http://registerguard.com/rg/photo/34596772-321/the-lane-county-fair.html.csp,Andy Nelson,2016-07-20 16:45:01
Grass turf comes to Autzen,http://registerguard.com/rg/photo/34589585-321/grass-turf-comes-to-autzen.html.csp,Adam Eberhardt,2016-07-18 17:54:00
Fire at the Bounds Hay Co. in Junction City,http://registerguard.com/rg/photo/34589041-321/fire-at-the-bounds-hay-co.-in-junction-city.csp,The Register-Guard,2016-07-18 14:30:01
Top shots: Images from the 2016 U.S. Olympic Track & Field Trials,http://registerguard.com/rg/photo/34568363-321/top-shots-images-from-the-2016-u.s.-olympic-track--field-trials.csp,"Collin Andrew, Kelly Lyon, Brian Davies, Ryan Kang, Andy Nelson and Chris Pietsch",2016-07-11 15:46:01
Images from Day 10 of the 2016 U.S. Olympic Track & Field Trials,http://registerguard.com/rg/photo/34534200-321/images-from-day-10-of-the-2016-u.s.-olympic-track--field-trials.csp,"Collin Andrew, Brian Davies, Ryan Kang, Andy Nelson and Chris Pietsch",2016-07-10 14:38:01
Images from Day 9 of the 2016 U.S. Olympic Track & Field Trials,http://registerguard.com/rg/photo/34534192-321/images-from-day-9-of-the-2016-u.s.-olympic-track--field-trials.csp,"Collin Andrew, Brian Davies, Ryan Kang, Andy Nelson and Chris Pietsch",2016-07-09 17:15:01
Images from Day 8 of the 2016 U.S. Olympic Track & Field Trials,http://registerguard.com/rg/photo/34534187-321/images-from-day-8-of-the-2016-u.s.-olympic-track--field-trials.csp,"Collin Andrew, Brian Davies, Kelly Lyon, Andy Nelson and Chris Pietsch",2016-07-08 16:32:18
Images from Day 7 of the 2016 U.S. Olympic Track & Field Trials,http://registerguard.com/rg/photo/34534184-321/images-from-day-7-of-the-2016-u.s.-olympic-track--field-trials.csp,"Collin Andrew, Brian Davies, Kelly Lyon, Andy Nelson, Ryan Kang and Chris Pietsch",2016-07-07 17:39:01
Images from Hammer Day at the 2016 U.S. Olympic Track & Field Trials,http://registerguard.com/rg/photo/34534183-321/images-from-hammer-day-at-the-2016-u.s.-olympic-track--field-trials.csp,Chris Pietsch and Ryan Kang,2016-07-07 08:12:01
Images from day 4 of the 2016 U.S. Olympic Track & Field Trials,http://registerguard.com/rg/photo/34530883-321/images-from-day-4-of-the-2016-u.s.-olympic-track--field-trials.csp,"Ryan Kang, Brian Davies, Andy Nelson and Chris Pietsch",2016-07-04 18:30:01
Eugene Pro Rodeo: Bulls vs. Cowboys,http://registerguard.com/rg/photo/34543054-321/eugene-pro-rodeo-bulls-vs.-cowboys.csp,Chris Pietsch,2016-07-03 23:12:01
Images from day 3 of the 2016 U.S. Olympic Track & Field Trials,http://registerguard.com/rg/photo/34530879-321/images-from-day-3-of-the-2016-u.s.-olympic-track--field-trials.csp,"Brian Davies, Andy Nelson, Ryan Kang and Chris Pietsch",2016-07-03 10:53:01
Rodeo comes to Eugene,http://registerguard.com/rg/photo/34538660-321/rodeo-comes-to-eugene.html.csp,Ryan Kang,2016-07-02 14:21:01
Images from day 2 of the 2016 U.S. Olympic Track & Field Trials,http://registerguard.com/rg/photo/34530875-321/images-from-day-2-of-the-2016-u.s.-olympic-track--field-trials.csp,Staff,2016-07-02 10:41:04
Day 1 2016 U.S. Olympic Track & Field Trials,http://registerguard.com/rg/photo/34530861-321/day-1-2016-u.s.-olympic-track--field-trials.csp,"Collin Andrew, Brian Davies, Kelly Lyon, Andy Nelson and Chris Pietsch",2016-07-01 19:04:18
2016 U.S. Olympic Track & Field Trials 20-kilometer race walks,http://registerguard.com/rg/photo/34530942-321/2016-u.s.-olympic-track--field-trials-20-kilometer-race-walks.csp,Charlie Riedel,2016-06-30 13:33:01
Chasing the light at PK Park,http://registerguard.com/rg/photo/34517874-321/chasing-the-light-at-pk-park.html.csp,Chris Pietsch,2016-06-26 21:58:01
Strawberry Moon,http://registerguard.com/rg/photo/34498131-321/strawberry-moon.html.csp,Chris Pietsch,2016-06-21 09:40:01
Eugene Emeralds season opener,http://registerguard.com/rg/photo/34488306-321/eugene-emeralds-season-opener.html.csp,Ryan Kang,2016-06-17 22:50:01
2016 University of Oregon graduation,http://registerguard.com/rg/photo/34471845-321/2016-university-of-oregon-graduation.html.csp,Brian Davies,2016-06-13 12:26:01
Day four: 2016 NCAA Outdoor Track and Field Championships,http://registerguard.com/rg/photo/34451693-321/day-four-2016-ncaa-outdoor-track-and-field-championships.html.csp,"Brian Davies, Andy Nelson and Chris Pietsch",2016-06-12 07:00:01
Day three: 2016 NCAA Outdoor Track and Field Championships,http://registerguard.com/rg/photo/34451689-321/day-three-2016-ncaa-outdoor-track-and-field-championships.html.csp,"Collin Andrew, Brian Davies, Andy Nelson and Chris Pietsch",2016-06-10 17:23:01
Day two: 2016 NCAA Outdoor Track and Field Championships,http://registerguard.com/rg/photo/34451686-321/day-two-2016-ncaa-outdoor-track-and-field-championships.html.csp,"Collin Andrew, Brian Davies, Andy Nelson and Chris Pietsch",2016-06-09 15:06:01
Day one: 2016 NCAA Outdoor Track and Field Championships,http://registerguard.com/rg/photo/34451681-321/day-one-2016-ncaa-outdoor-track-and-field-championships.html.csp,"Collin Andrew, Brian Davies, Andy Nelson and Chris Pietsch",2016-06-08 13:31:01
Aaron Wise is 2016 NCAA Men's Golf National Champion,http://registerguard.com/rg/photo/34426815-321/aaron-wise-is-2016-ncaa-mens-golf-national-champion.html.csp,Brian Davies,2016-05-31 13:33:01
Sun shines as records fall at the Prefontaine Classic,http://registerguard.com/rg/photo/34418797-321/sun-shines-as-records-fall-at-the-prefontaine-classic.html.csp,"Carl Davaz, Brian Davies, Andy Nelson and Chris Pietsch",2016-05-28 16:51:00
State track and field championships,http://registerguard.com/rg/photo/34392660-321/state-track-and-field-championships.html.csp,Brian Davies and Andy Nelson,2016-05-20 16:55:01
Primary election night 2016,http://registerguard.com/rg/photo/34382462-321/primary-election-night-2016.html.csp,Photo Staff,2016-05-17 22:05:01
Got weed?,http://registerguard.com/rg/photo/34352342-321/got-weed.html.csp,Chris Pietsch,2016-05-09 09:51:01
Republican presidential candidate Donald Trump visits Eugene,http://registerguard.com/rg/photo/34346326-321/republican-presidential-candidate-donald-trump-visits-eugene.html.csp,,2016-05-06 22:29:01
Gardens galore,http://registerguard.com/rg/photo/34344863-321/gardens-galore.html.csp,Collin Andrew,2016-05-06 15:00:03
Good Walks: Hike from Alsea Falls to Green Peak Falls,http://registerguard.com/rg/photo/34321345-321/good-walks-hike-from-alsea-falls-to-green-peak-falls.html.csp,Kim Gilbert,2016-04-29 12:34:01
Oregon Football holds open practice,http://registerguard.com/rg/photo/34305694-321/oregon-football-holds-open-practice.html.csp,Brian Davies,2016-04-25 09:55:00
(Sub) Urban Projections,http://registerguard.com/rg/photo/34296342-321/sub-urban-projections.html.csp,Kelly Lyon,2016-04-22 11:46:01
2016 Pepsi Team Invitational,http://registerguard.com/rg/photo/34259965-321/2016-pepsi-team-invitational.html.csp,Ryan Kang,2016-04-12 10:59:01
Springtime creates quite a buzz,http://registerguard.com/rg/photo/34246541-321/springtime-creates-quite-a-buzz.html.csp,Carl Davaz,2016-04-08 13:20:19
On court advantage,http://registerguard.com/rg/photo/34246026-321/on-court-advantage.html.csp,Collin Andrew,2016-04-08 10:29:01
“Every 15 Minutes”,http://registerguard.com/rg/photo/34238689-321/every-15-minutes.html.csp,Andy Nelson,2016-04-06 10:27:01
Final choice,http://registerguard.com/rg/photo/34235202-321/final-choice.html.csp,Andy Nelson,2016-04-05 13:30:06
2016 NCAA March Madness: Oregon vs. Oklahoma,http://registerguard.com/rg/sports/basketball/34201448-61/2016-ncaa-march-madness-oregon-vs.-oklahoma.csp,Chris Pietsch,2016-03-26 20:42:00
2016 NCAA March Madness: Oregon vs. Duke,http://registerguard.com/rg/photo/34199543-321/2016-ncaa-march-madness-oregon-vs.-duke.csp,Chris Pietsch,2016-03-24 21:47:17
WNIT: Oregon vs. Utah,http://registerguard.com/rg/sports/basketball/34198335-61/wnit-oregon-vs.-utah.csp,Andy Nelson,2016-03-24 10:46:01
Eugene Civic Stadium retrospective,http://registerguard.com/rg/photo/34191810-321/eugene-civic-stadium-retrospective.html.csp,The Register-Guard,2016-03-22 11:27:38
Gallery: Civic Stadium fire,http://registerguard.com/rg/photo/34191816-321/gallery-civic-stadium-fire.html.csp,The Register-Guard,2016-03-22 11:27:38
Gallery: Civic Stadium frozen in time,http://registerguard.com/rg/photo/34191824-321/gallery-civic-stadium-frozen-in-time.html.csp,Brian Davies,2016-03-22 11:27:38
Gallery: Reader submitted photographs of Eugene’s Civic Stadium fire,http://registerguard.com/rg/photo/34191831-321/gallery-reader-submitted-photographs-of-eugenes-civic-stadium-fire.html.csp,The Register-Guard,2016-03-22 11:27:38
Gallery: Civic Stadium fire aftermath,http://registerguard.com/rg/photo/34191834-321/gallery-civic-stadium-fire-aftermath.html.csp,Chris Pietsch and Mary Jane Schulte,2016-03-22 11:27:38
WNIT: Oregon vs. Fresno State,http://registerguard.com/rg/sports/basketball/34191608-61/wnit-oregon-vs.-fresno-state.csp,Andy Nelson,2016-03-22 09:45:01
2016 NCAA March Madness: Oregon vs. Saint Joseph’s,http://registerguard.com/rg/photo/34186998-321/2016-ncaa-march-madness-oregon-vs.-saint-josephs.csp,Chris Pietsch,2016-03-20 20:28:36
"2016 IAAF World Indoors, Day four",http://registerguard.com/rg/photo/34186602-321/2016-iaaf-world-indoors-day-four.html.csp,Andy Nelson,2016-03-20 17:46:42
"2016 IAAF World Indoors, Day three",http://registerguard.com/rg/photo/34178870-321/2016-iaaf-world-indoors-day-three.html.csp,Andy Nelson and Carl Davaz,2016-03-20 00:56:47
2016 NCAA March Madness: Oregon vs. Holy Cross,http://registerguard.com/rg/sports/basketball/34180202-61/2016-ncaa-march-madness-oregon-vs.-holy-cross.csp,Chris Pietsch,2016-03-18 17:53:02
"2016 IAAF World Indoors, Day two",http://registerguard.com/rg/photo/34178862-321/2016-iaaf-world-indoors-day-two.html.csp,Andy Nelson,2016-03-18 17:08:02
"2016 IAAF World Indoors, Day one",http://registerguard.com/rg/photo/34178859-321/2016-iaaf-world-indoors-day-one.html.csp,Andy Nelson,2016-03-18 12:20:02
Farmhouse Art,http://registerguard.com/rg/photo/34174880-321/farmhouse-art.html.csp,Kelly Lyon,2016-03-17 10:57:02
Organizing for Oregon's 2016 presidential primary,http://registerguard.com/rg/photo/34160314-321/organizing-for-oregons-2016-presidential-primary.html.csp,Ryan Kang,2016-03-13 13:50:01
2016 Pac-12 Tournament: Oregon vs. Utah,http://registerguard.com/rg/photo/34159238-321/2016-pac-12-tournament-oregon-vs.-utah.csp,John Locher,2016-03-12 22:17:03
2016 Pac-12 Tournament: Oregon vs. Arizona,http://registerguard.com/rg/photo/34159218-321/2016-pac-12-tournament-oregon-vs.-arizona.csp,John Locher,2016-03-12 22:15:12
Serenity Lane grand opening,http://registerguard.com/rg/photo/34153420-321/serenity-lane-grand-opening.html.csp,Chris Pietsch,2016-03-11 13:00:01
2016 Pac-12 Tournament: Oregon State vs. California,http://registerguard.com/rg/photo/34152323-321/2016-pac-12-tournament-oregon-state-vs.-california.csp,John Locher,2016-03-11 05:53:29
2016 Oregon Pro Day,http://registerguard.com/rg/photo/34149127-321/2016-oregon-pro-day.html.csp,Chris Pietsch,2016-03-10 14:39:55
2016 Pac-12 Tournament: Oregon vs. Washington,http://registerguard.com/rg/sports/basketball/34149107-61/2016-pac-12-tournament-oregon-vs.-washington.csp,John Locher,2016-03-10 14:34:01
2016 Pac-12 Tournament: Oregon State vs. Arizona State,http://registerguard.com/rg/sports/basketball/34149094-61/2016-pac-12-tournament-oregon-state-vs.-arizona-state.csp,John Locher,2016-03-10 11:20:01
Activists gather to protest climate change,http://registerguard.com/rg/photo/34145038-321/activists-gather-to-protest-climate-change.html.csp,Brian Davies,2016-03-09 11:42:01
Oregon Ducks win outright Pac-12 basketball title with 76-66 win over USC,http://registerguard.com/rg/sports/basketball/34137535-61/oregon-ducks-win-outright-pac-12-basketball-title-with-76-66-win-over-usc.html.csp,Danny Moloshok,2016-03-07 11:46:00
Broadway Plaza timeline,http://registerguard.com/rg/photo/34101655-321/broadway-plaza-timeline.html.csp,Chris Pietsch,2016-02-28 12:41:01
"Ducks defeat Washington State, 76-62",http://registerguard.com/rg/sports/basketball/34101482-61/ducks-defeat-washington-state-76-62.html.csp,Brian Davies,2016-02-26 11:31:01
Oregon Baseball hosts Illinois State,http://registerguard.com/rg/photo/34101415-321/oregon-baseball-hosts-illinois-state.html.csp,Brian Davies,2016-02-26 11:10:01
"Duck men defeat Beavers, 91-81",http://registerguard.com/rg/photo/34086893-321/duck-men-defeat-beavers-91-81.html.csp,Brian Davies,2016-02-22 12:19:02
Ducks reach 20 wins with victory over USC,http://registerguard.com/rg/photo/34086874-321/ducks-reach-20-wins-with-victory-over-usc.html.csp,Ryan Kang,2016-02-22 12:19:01
United Way of Lane County celebrates community leadership,http://registerguard.com/rg/photo/34072818-321/united-way-of-lane-county-celebrates-community-leadership.html.csp,Brian Davies,2016-02-18 09:38:01
Springfield vs. Marist girls basketball,http://registerguard.com/rg/photo/34069654-321/springfield-vs.-marist-girls-basketball.csp,Brian Davies,2016-02-17 11:11:01
Springfield vs. Marist girls basketball,http://registerguard.com/rg/photo/34069417-321/springfield-vs.-marist-girls-basketball.csp,Brian Davies,2016-02-17 09:28:00
This is your head,http://registerguard.com/rg/photo/34066946-321/this-is-your-head.html.csp,Writer Name,2016-02-16 14:41:01
"Oregon 77, Colorado 70",http://registerguard.com/rg/sports/basketball/34063582-61/oregon-77-colorado-70.html.csp,Ryan Kang,2016-02-15 12:45:01
Dogs and dog lovers turn out for Greenhill Humane Society’s My Furry Valentine fundraiser,http://registerguard.com/rg/photo/34061888-321/dogs-and-dog-lovers-turn-out-for-greenhill-humane-societys-my-furry-valentine-fundraiser.html.csp,Ryan Kang,2016-02-14 17:44:01
Seaside mourns fallen police Sgt. Jason Goodding,http://registerguard.com/rg/photo/34055647-321/seaside-mourns-fallen-police-sgt.-jason-goodding.csp,Brian Davies,2016-02-12 17:32:01
"Surf, sand and a sunny winter's day on the Oregon Coast",http://registerguard.com/rg/photo/34044486-321/surf-sand-and-a-sunny-winters-day-on-the-oregon-coast.html.csp,Brian Davies,2016-02-09 17:58:01
Oregon Mens Basketball vs. Utah,http://registerguard.com/rg/photo/34039713-321/oregon-mens-basketball-vs.-utah.csp,Ryan Kang and Chris Pietsch,2016-02-08 09:50:01
Students excavate mammoth bones,http://registerguard.com/rg/photo/34007917-321/students-excavate-mammoth-bones.html.csp,Brian Davies,2016-01-29 17:16:01
"After arrest of leaders, FBI locks down area around Malheur",http://registerguard.com/rg/photo/34002906-321/after-arrest-of-leaders-fbi-locks-down-area-around-malheur.html.csp,Chris Pietsch,2016-01-28 09:30:01
Martin Luther King Day 2016,http://registerguard.com/rg/photo/33976455-321/martin-luther-king-day-2016.html.csp,Chris Pietsch,2016-01-20 18:31:01
A Simply Tasteful Kitchen,http://registerguard.com/rg/photo/33968763-321/a-simply-tasteful-kitchen.html.csp,Kelly Lyon,2016-01-18 14:46:01
Indoor Outdoor Interplay,http://registerguard.com/rg/photo/33968377-321/indoor-outdoor-interplay.html.csp,Kelly Lyon,2016-01-18 13:25:01
From the Heart: The photographs of Brian Lanker,http://registerguard.com/rg/photo/33958709-321/from-the-heart-the-photographs-of-brian-lanker.html.csp,The Register-Guard,2016-01-16 10:21:01
Oregon women’s basketball defeated by Oregon State,http://registerguard.com/rg/photo/33946682-321/oregon-womens-basketball-defeated-by-oregon-state.html.csp,Brian Davies,2016-01-12 10:46:01
Tide rolls to another national championship,http://registerguard.com/rg/photo/33946547-321/tide-rolls-to-another-national-championship.html.csp,The Associated Press,2016-01-12 10:37:01
Harney County townhall meeting,http://registerguard.com/rg/photo/33929436-321/harney-county-townhall-meeting.html.csp,Andy Nelson,2016-01-07 09:30:02
Scenes from the Malheur wildlife refuge standoff,http://registerguard.com/rg/photo/33926753-321/scenes-from-the-malheur-wildlife-refuge-standoff.html.csp,Andy Nelson,2016-01-06 16:54:01
Alamo Bowl: Oregon vs. Texas Christian,http://registerguard.com/rg/photo/33907654-321/alamo-bowl-oregon-vs.-texas-christian.csp,Andy Nelson and Chris Pietsch,2016-01-02 15:57:01
Moments we will remember,http://registerguard.com/rg/photo/33890521-321/moments-we-will-remember.html.csp,"Collin Andrew, Brian Davies, Carl Davaz, Andy Nelson and Chris Pietsch",2015-12-26 10:20:38
Snow on Spencer Butte,http://registerguard.com/rg/photo/33890747-321/snow-on-spencer-butte.html.csp,Brian Davies,2015-12-24 14:27:58
"Inquisitive and determined, Willamette High student Gabriela Oseguera wins full-ride scholarship to Princeton",http://registerguard.com/rg/photo/33890429-321/story.csp,Andy Nelson,2015-12-24 11:35:01
"Richard the Reptile Man brings alligators, snakes and lizards for his annual show",http://registerguard.com/rg/photo/33884935-321/richard-the-reptile-man-brings-alligators-snakes-and-lizards-for-his-annual-show.html.csp,Brian Davies,2015-12-22 17:10:01
Opening day of ski season at Willamette Pass,http://registerguard.com/rg/photo/33871636-321/opening-day-of-ski-season-at-willamette-pass.html.csp,Kelly Lyon,2015-12-18 16:01:01
"Storms damage cars, homes and trees in Eugene",http://registerguard.com/rg/photo/33848335-321/storms-damage-cars-homes-and-trees-in-eugene.html.csp,Brian Davies,2015-12-13 07:17:55
Winter weather comes to Willamette Pass,http://registerguard.com/rg/photo/33844333-321/winter-weather-comes-to-willamette-pass.html.csp,Andy Nelson,2015-12-10 17:19:03
"Gallery: Oregon women 104, San Jose State 74",http://registerguard.com/rg/photo/33805041-321/gallery-oregon-women-104-san-jose-state-74.html.csp,Brian Davies,2015-12-01 13:00:03
"Gallery: Oregon men 78, Fresno State 73",http://registerguard.com/rg/photo/33805025-321/gallery-oregon-men-78-fresno-state-73.html.csp,Brian Davies,2015-12-01 12:53:02
119th Civil War: Oregon vs. Oregon State,http://registerguard.com/rg/photo/33785483-321/119th-civil-war-oregon-vs.-oregon-state.csp,Andy Nelson and Mary Jane Schulte,2015-11-27 15:58:02
Photos: Oregon Ducks take down USC Trojans,http://registerguard.com/rg/photo/33749203-321/photos-oregon-ducks-take-down-usc-trojans.html.csp,Andy Nelson,2015-11-21 17:06:02
Oregon Ducks defeat Stanford Cardinal,http://registerguard.com/rg/photo/33715059-321/oregon-ducks-defeat-stanford-cardinal.html.csp,Andy Nelson,2015-11-14 20:49:03
Terror in Paris,http://registerguard.com/rg/photo/33721508-321/terror-in-paris.html.csp,The Associated Press,2015-11-14 14:34:03
Shrek The Musical Jr.,http://registerguard.com/rg/photo/33702165-321/shrek-the-musical-jr..csp?autoStart=true,Brian Davies,2015-11-10 15:12:02
"Ducks 44, Bears 28",http://registerguard.com/rg/photo/33696219-321/ducks-44-bears-28.html.csp,Brian Davies and Andy Nelson,2015-11-09 09:19:02
2015 University of Oregon homecoming parade,http://registerguard.com/rg/photo/33685494-321/2015-university-of-oregon-homecoming-parade.html.csp,Chris Pietsch,2015-11-06 17:19:02
"Oregon 61, Arizona State 55",http://registerguard.com/rg/photo/33655258-321/oregon-61-arizona-state-55.html.csp,Chris Pietsch,2015-10-30 09:49:02
Richly mottled radiance,http://registerguard.com/rg/photo/33637046-321/richly-mottled-radiance.html.csp,Kelly Lyon,2015-10-23 14:38:02
South Eugene High School rowers take to the water,http://registerguard.com/rg/photo/33633483-321/south-eugene-high-school-rowers-take-to-the-water.html.csp,Ian Doremus,2015-10-22 12:22:03
Eugene Airport grounds 'flying people' artwork,http://registerguard.com/rg/photo/33633446-321/eugene-airport-grounds-flying-people-artwork.html.csp,Chris Pietsch,2015-10-22 12:10:02
"WSU 52, Oregon State 31",http://registerguard.com/rg/photo/33620177-321/wsu-52-oregon-state-31.html.csp,The Associated Press,2015-10-17 22:24:02
"Ducks defeat the Huskies, 26-20",http://registerguard.com/rg/photo/33615295-321/ducks-defeat-the-huskies-26-20.html.csp,Brian Davies,2015-10-17 22:02:02
Autumn dresses up Lane County's color,http://registerguard.com/rg/photo/33615007-110/autumn-dresses-up-lane-countys-color.html.csp,"Kelly Lyon, Kim Gilbert and Rob Romig",2015-10-16 10:50:02
"In double overtime, Oregon Ducks lose to Washington State",http://registerguard.com/rg/photo/33584995-321/in-double-overtime-oregon-ducks-lose-to-washington-state.html.csp,The Register-Guard,2015-10-10 19:20:02
Hundreds protest Obama visit to Roseburg,http://registerguard.com/rg/photo/33594863-321/hundreds-protest-obama-visit-to-roseburg.html.csp,The Register-Guard,2015-10-09 17:32:02
President Obama visits Roseburg to meet with victim’s families,http://registerguard.com/rg/photo/33594203-321/president-obama-visits-roseburg-to-meet-with-victims-families.html.csp,The Register-Guard,2015-10-09 13:27:02
Oregon Ducks will wear new ‘Pioneers’ uniforms against Cougars,http://registerguard.com/rg/photo/33583447-321/oregon-ducks-will-wear-new-pioneers-uniforms-against-cougars.html.csp,The Register-Guard,2015-10-06 09:40:02
Oh Atlanta!,http://registerguard.com/rg/photo/33581975-321/oh-atlanta.html.csp,Little Feat,2015-10-05 18:46:02
"2015-16 Oregon football gallery: Oregon 41, Colorado 24",http://registerguard.com/rg/photo/33576316-321/2015-16-oregon-football-gallery-oregon-41-colorado-24.html.csp,Andy Nelson,2015-10-03 22:59:02
North Eugene’s 57-49 victory against Hood River Valley,http://registerguard.com/rg/photo/33576292-321/north-eugenes-57-49-victory-against-hood-river-valley.html.csp,Mary Jane Schulte,2015-10-03 22:51:02
"Willamette defeats South Eugene, 17-14",http://registerguard.com/rg/photo/33576255-321/willamette-defeats-south-eugene-17-14.html.csp,Mary Jane Schulte,2015-10-03 22:45:04
Umpqua Community College shootings,http://registerguard.com/rg/photo/33568307-321/umpqua-community-college-shootings.html.csp,"Andy Nelson, Chris Pietsch, Brian Davies, Michael Sullivan and Ryan Kang",2015-10-01 19:42:02
2015 October Lane County harvest at the farms,http://registerguard.com/rg/photo/33562291-321/2015-october-lane-county-harvest-at-the-farms.html.csp,Kelly Lyon,2015-09-30 10:28:02
"Pac-12 football: Stanford 42, Oregon State 24",http://registerguard.com/rg/photo/33555729-321/pac-12-football-stanford-42-oregon-state-24.html.csp,The Associated Press,2015-09-28 12:53:03
"A flat-out pounding: Utah 62, Oregon 20",http://registerguard.com/rg/photo/33544714-321/a-flat-out-pounding-utah-62-oregon-20.html.csp,Brian Davies and Andy Nelson,2015-09-28 09:16:02
"Willamette Wolverines beat Roseburg Indians, 37-28",http://registerguard.com/rg/photo/33555164-321/willamette-wolverines-beat-roseburg-indians-37-28.html.csp,Chris Pietsch,2015-09-28 09:14:01
"Sheldon Irish defeat South Medford Panthers, 48-25, in Southwest Conference action",http://registerguard.com/rg/photo/33555132-321/sheldon-irish-defeat-south-medford-panthers-48-25-in-southwest-conference-action.html.csp,Andy Nelson,2015-09-28 09:05:02
Will Vernon Adams Jr. and Travis Wilson start?,http://registerguard.com/rg/photo/33545761-321/will-vernon-adams-jr.-and-travis-wilson-start.csp,The Register-Guard and The Associated Press,2015-09-25 15:42:02
University of Oregon students move onto campus for start of fall term,http://registerguard.com/rg/photo/33542516-321/university-of-oregon-students-move-onto-campus-for-start-of-fall-term.html.csp,Brian Davies,2015-09-24 17:16:02
Pope Francis visits the United States,http://registerguard.com/rg/photo/33534867-321/pope-francis-visits-the-united-states.html.csp,The Associated Press,2015-09-22 14:33:02
"South Eugene 20, Thurston 14",http://registerguard.com/rg/photo/33534472-321/south-eugene-20-thurston-14.html.csp,Chris Pietsch,2015-09-22 13:02:14
"Springfield 52, Hermiston 20",http://registerguard.com/rg/photo/33534444-321/springfield-52-hermiston-20.html.csp,Andy Nelson,2015-09-22 12:54:28
"Marist 47, North Bend 0",http://registerguard.com/rg/photo/33534429-321/marist-47-north-bend-0.html.csp,Chris Pietsch,2015-09-22 12:46:15
